Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,No_of_Votes,Gross,Predicted_Gross,Rating_Score
Ajeossi,2010.0,R,119,"Action, Crime, Drama",7.8,77.97153024911032,62848,6460.0,25697471.46618485,7.798576512455515
Straight Outta Compton,2015.0,R,147,"Biography, Drama, History",7.8,72.0,179264,161197785.0,53552001.34217894,7.5
Madeo,2009.0,R,129,"Crime, Drama, Mystery",7.8,79.0,52758,547292.0,23283265.459718585,7.85
The Hobbit: The Desolation of Smaug,2013.0,UA,161,"Adventure, Fantasy",7.8,66.0,601408,258366855.0,154557212.4812975,7.199999999999999
Das wei脽e Band - Eine deutsche Kindergeschichte,2009.0,UA,144,"Drama, History, Mystery",7.8,82.0,68715,2222647.0,27101252.10443437,8.0
M盲n som hatar kvinnor,2009.0,R,152,"Crime, Drama, Mystery",7.8,76.0,208994,10095170.0,60665415.07580066,7.699999999999999
The Fighter,2010.0,UA,116,"Biography, Drama, Sport",7.8,79.0,340584,93617009.0,92150585.3821336,7.85
Taken,2008.0,A,90,"Action, Thriller",7.8,51.0,564791,145000989.0,145795965.56962502,6.449999999999999
The Boy in the Striped Pyjamas,2008.0,PG-13,94,"Drama, History, War",7.8,55.0,190748,9030581.0,56299745.81970704,6.65
Once,2007.0,R,86,"Drama, Music, Romance",7.8,88.0,110656,9439923.0,37136357.56699169,8.3
The Hobbit: An Unexpected Journey,2012.0,UA,169,"Adventure, Fantasy",7.8,58.0,757377,303003568.0,191875477.7560786,6.8
Atonement,2007.0,R,123,"Drama, Mystery, Romance",7.8,85.0,251370,50927067.0,70804601.76856732,8.15
Drive,2011.0,A,100,"Crime, Drama",7.8,78.0,571571,35061555.0,147418197.15771627,7.8
American Gangster,2007.0,A,157,"Biography, Crime, Drama",7.8,76.0,392449,130164645.0,104560178.49664044,7.699999999999999
Avatar,2009.0,UA,162,"Action, Adventure, Fantasy",7.8,83.0,1118998,760507625.0,278399520.39872944,8.05
Mr. Nobody,2009.0,R,141,"Drama, Fantasy, Romance",7.8,63.0,216421,3600.0,62442452.53962874,7.05
Apocalypto,2006.0,A,139,"Action, Adventure, Drama",7.8,68.0,291018,50866635.0,80291067.55096328,7.3
Little Miss Sunshine,2006.0,UA,101,"Comedy, Drama",7.8,80.0,439856,59891098.0,115903118.45189786,7.9
Hot Fuzz,2007.0,UA,121,"Action, Comedy, Mystery",7.8,81.0,463466,23637265.0,121552216.94671142,7.949999999999999
The Curious Case of Benjamin Button,2008.0,UA,166,"Drama, Fantasy, Romance",7.8,70.0,589160,127509326.0,151626667.86611426,7.4
Veer-Zaara,2004.0,U,192,"Drama, Family, Musical",7.8,67.0,49050,2921738.0,22396062.697381973,7.25
Adams 忙bler,2005.0,R,94,"Comedy, Crime, Drama",7.8,51.0,45717,1305.0,21598585.13350165,6.449999999999999
Pride & Prejudice,2005.0,PG,129,"Drama, Romance",7.8,82.0,258924,38405088.0,72612026.16627264,8.0
The World's Fastest Indian,2005.0,U,127,"Biography, Drama, Sport",7.8,68.0,51980,5128124.0,23097115.58132112,7.3
T么ky么 goddof芒z芒zu,2003.0,UA,90,"Animation, Adventure, Comedy",7.8,73.0,31658,128985.0,18234727.62657309,7.55
Serenity,2005.0,PG-13,119,"Action, Adventure, Sci-Fi",7.8,74.0,283310,25514517.0,78446796.0050919,7.6
Walk the Line,2005.0,PG-13,136,"Biography, Drama, Music",7.8,72.0,234207,119519402.0,66698058.88561571,7.5
The Notebook,2004.0,A,123,"Drama, Romance",7.8,53.0,520284,81001787.0,135146900.48243022,6.55
Diarios de motocicleta,2004.0,U,126,"Adventure, Biography, Drama",7.8,75.0,96703,16756372.0,33797862.382826805,7.65
Lilja 4-ever,2002.0,R,109,"Crime, Drama",7.8,82.0,42673,181655.0,20870255.789231777,8.0
Les triplettes de Belleville,2003.0,PG-13,80,"Animation, Comedy, Drama",7.8,91.0,50622,7002255.0,22772190.72931111,8.45
The Count of Monte Cristo,2002.0,PG-13,131,"Action, Adventure, Drama",7.8,61.0,129022,54234062.0,41530738.88659132,6.949999999999999
Waking Life,2001.0,R,99,"Animation, Drama, Fantasy",7.8,83.0,60684,2892011.0,25179697.254292607,8.05
Remember the Titans,2000.0,U,113,"Biography, Drama, Sport",7.8,48.0,198089,115654751.0,58056206.30468917,6.3
Wo hu cang long,2000.0,UA,120,"Action, Adventure, Fantasy",7.8,94.0,253228,128078872.0,71249160.21851921,8.6
Todo sobre mi madre,1999.0,R,101,Drama,7.8,87.0,89058,8264530.0,31968664.670296077,8.25
Cast Away,2000.0,UA,143,"Adventure, Drama, Romance",7.8,73.0,524235,233632142.0,136092245.17336655,7.55
The Boondock Saints,1999.0,R,108,"Action, Crime, Thriller",7.8,44.0,227143,25812.0,65007875.41389346,6.1
The Insider,1999.0,UA,157,"Biography, Drama, Thriller",7.8,84.0,159886,28965197.0,48915481.62034512,8.1
October Sky,1999.0,PG,108,"Biography, Drama, Family",7.8,71.0,82855,32481825.0,30484490.254229665,7.449999999999999
Shrek,2001.0,U,90,"Animation, Adventure, Comedy",7.8,84.0,613941,267665011.0,157555948.24730766,8.1
Titanic,1997.0,UA,194,"Drama, Romance",7.8,75.0,1046089,659325379.0,260954788.41404653,7.65
Gattaca,1997.0,UA,106,"Drama, Sci-Fi, Thriller",7.8,64.0,280845,12339633.0,77857002.36723864,7.1
The Game,1997.0,UA,129,"Action, Drama, Mystery",7.8,61.0,345096,48323648.0,93230158.96996067,6.949999999999999
Breaking the Waves,1996.0,R,159,Drama,7.8,76.0,62428,4040691.0,25596979.24391377,7.699999999999999
Ed Wood,1994.0,U,127,"Biography, Comedy, Drama",7.8,70.0,164937,5887457.0,50124020.22675347,7.4
What's Eating Gilbert Grape,1993.0,U,118,Drama,7.8,73.0,215034,9170214.0,62110588.93893802,7.55
Tombstone,1993.0,R,130,"Action, Biography, Drama",7.8,50.0,126871,56505065.0,41016075.148245454,6.4
The Sandlot,1993.0,U,101,"Comedy, Drama, Family",7.8,55.0,78963,32416586.0,29553262.32785034,6.65
The Remains of the Day,1993.0,U,134,"Drama, Romance",7.8,84.0,66065,22954968.0,26467194.035342693,8.1
The Fugitive,1993.0,U,130,"Action, Crime, Drama",7.8,87.0,267684,183875760.0,74708006.80221355,8.25
A Bronx Tale,1993.0,R,121,"Crime, Drama, Romance",7.8,80.0,128171,17266971.0,41327122.50289428,7.9
Batman: Mask of the Phantasm,1993.0,PG,76,"Animation, Action, Crime",7.8,77.97153024911032,43690,5617391.0,21113590.52744544,7.798576512455515
Night on Earth,1991.0,R,129,"Comedy, Drama",7.8,68.0,55362,2015810.0,23906317.237799644,7.3
La double vie de V茅ronique,1991.0,R,98,"Drama, Fantasy, Music",7.8,86.0,42376,1999955.0,20799193.43205428,8.2
Boyz n the Hood,1991.0,A,112,"Crime, Drama",7.8,76.0,126082,57504069.0,40827293.330693245,7.699999999999999
Misery,1990.0,R,107,"Drama, Thriller",7.8,75.0,184740,61276872.0,54862228.50683797,7.65
Awakenings,1990.0,U,121,"Biography, Drama",7.8,74.0,125276,52096475.0,40634443.97081101,7.6
Glory,1989.0,R,122,"Biography, Drama, History",7.8,78.0,122779,26830000.0,40036993.78268945,7.8
Back to the Future Part II,1989.0,U,108,"Adventure, Comedy, Sci-Fi",7.8,57.0,481918,118500000.0,125967175.24515712,6.75
Mississippi Burning,1988.0,A,128,"Crime, Drama, History",7.8,65.0,88214,34603943.0,31766723.156970263,7.15
Predator,1987.0,A,107,"Action, Adventure, Sci-Fi",7.8,45.0,371387,59735548.0,99520732.8169384,6.15
Evil Dead II,1987.0,A,84,"Action, Comedy, Fantasy",7.8,72.0,148359,5923044.0,46157448.653393984,7.5
Ferris Bueller's Day Off,1986.0,U,103,Comedy,7.8,61.0,321382,70136369.0,87556176.68677521,6.949999999999999
Down by Law,1986.0,R,107,"Comedy, Crime, Drama",7.8,75.0,47834,1436000.0,22105113.787187334,7.65
The Goonies,1985.0,U,114,"Adventure, Comedy, Family",7.8,62.0,244430,61503218.0,69144087.4291346,7.0
The Color Purple,1985.0,U,154,Drama,7.8,78.0,78321,98467863.0,29399652.78809297,7.8
The Breakfast Club,1985.0,UA,97,"Comedy, Drama",7.8,66.0,357026,45875171.0,96084616.616853,7.199999999999999
The Killing Fields,1984.0,UA,141,"Biography, Drama, History",7.8,76.0,51585,34700291.0,23002605.038947105,7.699999999999999
Ghostbusters,1984.0,UA,105,"Action, Comedy, Fantasy",7.8,71.0,355413,238632124.0,95698678.6298926,7.449999999999999
The Right Stuff,1983.0,PG,193,"Adventure, Biography, Drama",7.8,91.0,56235,21500000.0,24115197.49980617,8.45
The King of Comedy,1982.0,U,109,"Comedy, Crime, Drama",7.8,73.0,88511,2500000.0,31837785.51414764,7.55
E.T. the Extra-Terrestrial,1982.0,U,115,"Family, Sci-Fi",7.8,91.0,372490,435110554.0,99784644.53399812,8.45
Kramer vs. Kramer,1979.0,A,105,Drama,7.8,77.0,133351,106260000.0,42566526.57757175,7.75
The Outlaw Josey Wales,1976.0,A,135,Western,7.8,69.0,65659,31800000.0,26370051.55381393,7.35
The Conversation,1974.0,U,113,"Drama, Mystery, Thriller",7.8,85.0,98611,4420000.0,34254384.19257283,8.15
La plan猫te sauvage,1973.0,U,72,"Animation, Sci-Fi",7.8,73.0,25229,193817.0,16696478.82423687,7.55
The Day of the Jackal,1973.0,A,143,"Crime, Drama, Thriller",7.8,80.0,37445,16056255.0,19619366.88915193,7.9
Cabaret,1972.0,A,124,"Drama, Music, Musical",7.8,80.0,48334,42765000.0,22224747.385129213,7.9
Willy Wonka & the Chocolate Factory,1971.0,U,100,"Family, Fantasy, Musical",7.8,67.0,178731,4000000.0,53424471.92677295,7.25
Midnight Cowboy,1969.0,A,113,Drama,7.8,79.0,101124,44785053.0,34855662.65582848,7.85
My Fair Lady,1964.0,U,170,"Drama, Family, Musical",7.8,95.0,86525,72000000.0,31362600.8631227,8.65
Mary Poppins,1964.0,U,139,"Comedy, Family, Fantasy",7.8,88.0,158029,102272727.0,48471162.43758905,8.3
The Longest Day,1962.0,G,178,"Action, Drama, History",7.8,75.0,52141,39100000.0,23135637.599858403,7.65
The Innocents,1961.0,A,100,Horror,7.8,88.0,27007,2616000.0,17121895.898518085,8.3
脌 bout de souffle,1960.0,U,90,"Crime, Drama",7.8,77.97153024911032,73251,336705.0,28186568.104962826,7.798576512455515
Deadpool 2,2018.0,R,119,"Action, Adventure, Comedy",7.7,66.0,478586,324591735.0,137457443.41780567,7.15
Wind River,2017.0,R,107,"Crime, Drama, Mystery",7.7,73.0,205444,33800859.0,72103522.99974656,7.5
Get Out,2017.0,R,104,"Horror, Mystery, Thriller",7.7,85.0,492851,176040665.0,140870589.96708632,8.1
Mission: Impossible - Fallout,2018.0,UA,147,"Action, Adventure, Thriller",7.7,86.0,291257,220159104.0,92635758.88011251,8.15
En man som heter Ove,2015.0,PG-13,116,"Comedy, Drama, Romance",7.7,70.0,47444,3358518.0,34299306.05012572,7.35
What We Do in the Shadows,2014.0,R,86,"Comedy, Horror",7.7,76.0,157498,3333000.0,60631618.025907874,7.65
Omoide no M芒n卯,2014.0,U,103,"Animation, Drama, Family",7.7,72.0,32798,765127.0,30794998.699213386,7.45
The Theory of Everything,2014.0,U,123,"Biography, Drama, Romance",7.7,72.0,404182,35893537.0,119655006.9752766,7.45
Kingsman: The Secret Service,2014.0,A,129,"Action, Adventure, Comedy",7.7,60.0,590440,128261724.0,164220436.3461784,6.85
The Fault in Our Stars,2014.0,UA,126,"Drama, Romance",7.7,69.0,344312,124872350.0,105330079.95772088,7.300000000000001
Me and Earl and the Dying Girl,2015.0,PG-13,105,"Comedy, Drama",7.7,74.0,123210,6743776.0,52427624.413448334,7.550000000000001
Birdman or (The Unexpected Virtue of Ignorance),2014.0,A,119,"Comedy, Drama",7.7,87.0,580291,42340598.0,161792113.5751549,8.2
La vie d'Ad猫le,2013.0,A,180,"Drama, Romance",7.7,89.0,138741,2199675.0,56143683.23271775,8.3
Kai po che!,2013.0,U,130,"Drama, Sport",7.7,40.0,32628,1122527.0,30754323.27591324,5.85
Captain America: The Winter Soldier,2014.0,UA,136,"Action, Adventure, Sci-Fi",7.7,70.0,736182,259766572.0,199091716.0086571,7.35
Rockstar,2011.0,UA,159,"Drama, Music, Musical",7.7,77.97153024911032,39501,985912.0,32398806.71322167,7.748576512455516
Nebraska,2013.0,UA,115,"Adventure, Comedy, Drama",7.7,87.0,112298,17654912.0,49816740.77196574,8.2
Wreck-It Ralph,2012.0,U,101,"Animation, Adventure, Comedy",7.7,72.0,380195,189422889.0,113915704.74761486,7.45
Le Petit Prince,2015.0,PG,108,"Animation, Adventure, Drama",7.7,70.0,56720,1339152.0,36518748.55914271,7.35
Midnight in Paris,2011.0,PG-13,96,"Comedy, Fantasy, Romance",7.7,81.0,388089,56816662.0,115804479.9919206,7.9
The Lego Movie,2014.0,U,100,"Animation, Action, Adventure",7.7,83.0,323982,257760692.0,100465777.8654058,8.0
Gravity,2013.0,UA,91,"Drama, Sci-Fi, Thriller",7.7,96.0,769145,274092705.0,206978680.58657077,8.65
Star Trek Into Darkness,2013.0,UA,132,"Action, Adventure, Sci-Fi",7.7,72.0,463188,228778661.0,133773207.13558877,7.45
The Social Network,2010.0,UA,120,"Biography, Drama",7.7,95.0,624982,96962694.0,172485203.8263923,8.6
X: First Class,2011.0,UA,131,"Action, Adventure, Sci-Fi",7.7,65.0,645512,146408305.0,177397359.35788417,7.1
The Hangover,2009.0,UA,100,Comedy,7.7,73.0,717559,277322503.0,194635843.01971543,7.5
Skyfall,2012.0,UA,143,"Action, Adventure, Thriller",7.7,81.0,630614,304360277.0,173832756.67360914,7.9
Silver Linings Playbook,2012.0,A,122,"Comedy, Drama, Romance",7.7,81.0,661871,132092958.0,181311531.4153452,7.9
Argo,2012.0,A,120,"Biography, Drama, Thriller",7.7,86.0,572581,136025503.0,159947363.49489176,8.15
(500) Days of Summer,2009.0,UA,95,"Comedy, Drama, Romance",7.7,76.0,472242,32391374.0,135939532.3271196,7.65
Harry Potter and the Deathly Hallows: Part 1,2010.0,A,146,"Adventure, Family, Fantasy",7.7,65.0,479120,295983305.0,137585212.1004076,7.1
Gake no ue no Ponyo,2008.0,U,101,"Animation, Adventure, Comedy",7.7,86.0,125317,15090400.0,52931760.39517522,8.15
Frost/Nixon,2008.0,R,122,"Biography, Drama, History",7.7,80.0,103330,18593156.0,47670992.55928087,7.85
Papurika,2006.0,U,90,"Animation, Drama, Fantasy",7.7,81.0,71379,881302.0,40026166.38360155,7.9
Changeling,2008.0,R,141,"Biography, Crime, Drama",7.7,63.0,239203,35739802.0,80180944.26558363,7.0
Flipped,2010.0,PG,90,"Comedy, Drama, Romance",7.7,45.0,81446,1752214.0,42434869.24456251,6.1
Ex Machina,2014.0,UA,108,"Drama, Sci-Fi, Thriller",7.7,78.0,474141,25442958.0,136393900.73210275,7.75
Efter brylluppet,2006.0,R,120,Drama,7.7,78.0,32001,412544.0,30604302.744094133,7.75
The Last King of Scotland,2006.0,R,123,"Biography, Drama, History",7.7,74.0,175355,17605861.0,64904212.34280264,7.550000000000001
Zodiac,2007.0,UA,157,"Crime, Drama, Mystery",7.7,78.0,466080,33080084.0,134465167.86608446,7.75
Lucky Number Slevin,2006.0,R,110,"Action, Crime, Drama",7.7,53.0,299524,22494487.0,94613780.7884829,6.5
Joyeux No毛l,2005.0,PG-13,116,"Drama, History, Music",7.7,70.0,28003,1054361.0,29647712.49495125,7.35
Control,2007.0,R,122,"Biography, Drama, Music",7.7,78.0,61609,871577.0,37688525.87981808,7.75
Tangled,2010.0,U,100,"Animation, Adventure, Comedy",7.7,71.0,405922,200821936.0,120071331.89611425,7.4
Zwartboek,2006.0,R,145,"Drama, Thriller, War",7.7,71.0,72643,4398392.0,40328600.11919856,7.4
Brokeback Mountain,2005.0,A,134,"Drama, Romance",7.7,87.0,323103,83043761.0,100255462.000224,8.2
3:10 to Yuma,2007.0,A,122,"Action, Crime, Drama",7.7,76.0,288797,53606916.0,92047161.5782386,7.65
Crash,2004.0,UA,112,"Crime, Drama, Thriller",7.7,66.0,419483,54580300.0,123316034.3394928,7.15
Kung fu,2004.0,UA,99,"Action, Comedy, Fantasy",7.7,78.0,127250,17108591.0,53394263.88481844,7.75
The Bourne Supremacy,2004.0,A,108,"Action, Mystery, Thriller",7.7,73.0,434841,176241941.0,126990699.93387423,7.5
The Machinist,2004.0,R,101,"Drama, Thriller",7.7,61.0,358432,1082715.0,108708532.76359844,6.9
Ray,2004.0,A,152,"Biography, Drama, Music",7.7,73.0,138356,75331600.0,56051565.36230254,7.5
Lost in Translation,2003.0,UA,102,"Comedy, Drama",7.7,89.0,415074,44585453.0,122261105.27284156,8.3
Harry Potter and the Goblet of Fire,2005.0,UA,157,"Adventure, Family, Fantasy",7.7,81.0,548619,290013036.0,154214042.9471271,7.9
Man on Fire,2004.0,UA,146,"Action, Crime, Drama",7.7,47.0,329592,77911774.0,101808066.83431327,6.2
Coraline,2009.0,U,100,"Animation, Drama, Family",7.7,80.0,197761,75286229.0,70265233.13377225,7.85
The Last Samurai,2003.0,UA,154,"Action, Drama",7.7,55.0,400049,111110575.0,118666115.65468945,6.6
The Magdalene Sisters,2002.0,R,114,Drama,7.7,83.0,25938,4890878.0,29153625.73545146,8.0
Good Bye Lenin!,2003.0,R,121,"Comedy, Drama, Romance",7.7,68.0,137981,4064200.0,55961840.163846135,7.25
In America,2002.0,PG-13,105,Drama,7.7,76.0,40403,15539266.0,32614625.723908786,7.65
I Am Sam,2001.0,PG-13,132,Drama,7.7,28.0,142863,40311852.0,57129942.614150286,5.25
Adaptation.,2002.0,R,115,"Comedy, Drama",7.7,83.0,178565,22245861.0,65672260.04158926,8.0
Black Hawk Down,2001.0,A,144,"Drama, History, War",7.7,74.0,364254,108638745.0,110101546.37803316,7.550000000000001
Road to Perdition,2002.0,A,117,"Crime, Drama, Thriller",7.7,72.0,246840,104454762.0,82008227.8405472,7.45
Das Experiment,2001.0,R,120,"Drama, Thriller",7.7,60.0,90842,141072.0,44683023.81708551,6.85
Billy Elliot,2000.0,R,110,"Drama, Music",7.7,74.0,126770,21995263.0,53279415.63079429,7.550000000000001
Hedwig and the Angry Inch,2001.0,R,95,"Comedy, Drama, Music",7.7,85.0,31957,3029081.0,30593774.98747528,8.1
Ocean's Eleven,2001.0,UA,116,"Crime, Thriller",7.7,74.0,516372,183417150.0,146498393.68146622,7.550000000000001
Vampire Hunter D: Bloodlust,2000.0,U,103,"Animation, Action, Fantasy",7.7,62.0,29210,151086.0,29936508.00038278,6.95
"O Brother, Where Art Thou?",2000.0,U,107,"Adventure, Comedy, Crime",7.7,69.0,286742,45512588.0,91555467.49069774,7.300000000000001
"South Park: Bigger, Longer & Uncut",1999.0,A,81,"Animation, Comedy, Fantasy",7.7,73.0,192112,52037603.0,68913612.74422538,7.5
Office Space,1999.0,R,89,Comedy,7.7,68.0,241575,10824921.0,80748486.05421972,7.25
Training Day,2001.0,A,122,"Crime, Drama, Thriller",7.7,69.0,390247,76631907.0,116320818.60063756,7.300000000000001
Rushmore,1998.0,UA,93,"Comedy, Drama, Romance",7.7,86.0,169229,17105219.0,63438461.500819206,8.15
Abre los ojos,1997.0,U,119,"Drama, Mystery, Sci-Fi",7.7,77.97153024911032,64082,368234.0,38280233.65523839,7.748576512455516
Being John Malkovich,1999.0,R,113,"Comedy, Drama, Fantasy",7.7,90.0,312542,22858926.0,97728561.14449656,8.35
As Good as It Gets,1997.0,A,139,"Comedy, Drama, Romance",7.7,67.0,275755,148478011.0,88926638.8095237,7.2
The Fifth Element,1997.0,UA,126,"Action, Adventure, Sci-Fi",7.7,52.0,434125,63540020.0,126819384.62162147,6.45
Le d卯ner de cons,1998.0,PG-13,80,Comedy,7.7,73.0,37424,4065116.0,31901848.74737132,7.5
Donnie Brasco,1997.0,A,127,"Biography, Crime, Drama",7.7,76.0,279318,41909762.0,89779147.82845724,7.65
Shine,1996.0,U,105,"Biography, Drama, Music",7.7,87.0,51350,35811509.0,35233883.71724737,8.2
Primal Fear,1996.0,A,129,"Crime, Drama, Mystery",7.7,47.0,189716,56116183.0,68340328.54288816,6.2
Hamlet,1996.0,PG-13,242,Drama,7.7,77.97153024911032,35991,4414535.0,31558978.85566997,7.748576512455516
A Little Princess,1995.0,U,97,"Drama, Family, Fantasy",7.7,83.0,32236,10019307.0,30660530.535126805,8.0
Il postino,1994.0,U,108,"Biography, Comedy, Drama",7.7,81.0,33600,21848932.0,30986890.9903121,7.9
Clerks,1994.0,R,92,Comedy,7.7,70.0,211450,3151130.0,73540561.77822399,7.35
Short Cuts,1993.0,R,188,"Comedy, Drama",7.7,79.0,42275,6110979.0,33062533.914602995,7.800000000000001
Philadelphia,1993.0,UA,125,Drama,7.7,66.0,224169,77324422.0,76583801.24266839,7.15
The Muppet Christmas Carol,1992.0,G,85,"Comedy, Drama, Family",7.7,64.0,50298,27281507.0,34982174.627177715,7.050000000000001
Malcolm X,1992.0,U,202,"Biography, Drama, History",7.7,73.0,85819,48169908.0,43481184.6921618,7.5
The Last of the Mohicans,1992.0,UA,112,"Action, Adventure, Drama",7.7,76.0,150409,75505856.0,58935452.87428844,7.65
Glengarry Glen Ross,1992.0,R,100,"Crime, Drama, Mystery",7.7,82.0,95826,10725228.0,45875531.521369815,7.949999999999999
A Few Good Men,1992.0,U,138,"Drama, Thriller",7.7,62.0,235388,141340178.0,79268139.9132874,6.95
Fried Green Tomatoes,1991.0,PG-13,130,Drama,7.7,64.0,66941,82418501.0,38964298.56826973,7.050000000000001
Barton Fink,1991.0,U,116,"Comedy, Drama, Thriller",7.7,69.0,113240,6153939.0,50042130.47048807,7.300000000000001
Miller's Crossing,1990.0,R,115,"Crime, Drama, Thriller",7.7,66.0,125822,5080409.0,53052590.32909656,7.15
Who Framed Roger Rabbit,1988.0,U,104,"Animation, Adventure, Comedy",7.7,83.0,182009,156452370.0,66496296.26421261,8.0
Withnail & I,1987.0,R,107,"Comedy, Drama",7.7,84.0,40396,1544889.0,32612950.85353756,8.05
The Last Emperor,1987.0,U,163,"Biography, Drama, History",7.7,76.0,94326,43984230.0,45516630.72754431,7.65
Empire of the Sun,1987.0,U,153,"Action, Drama, History",7.7,62.0,115677,22238696.0,50625224.626856685,6.95
Der Name der Rose,1986.0,R,130,"Crime, Drama, Mystery",7.7,54.0,102031,7153487.0,47360184.471827984,6.550000000000001
Blue Velvet,1986.0,A,120,"Drama, Mystery, Thriller",7.7,76.0,181285,8551228.0,66323066.814392805,7.65
The Purple Rose of Cairo,1985.0,U,82,"Comedy, Fantasy, Romance",7.7,75.0,47102,10631333.0,34217476.669133544,7.6
After Hours,1985.0,UA,97,"Comedy, Crime, Drama",7.7,90.0,59635,10600000.0,37216212.43514371,8.35
Zelig,1983.0,PG,79,Comedy,7.7,77.97153024911032,39881,11798616.0,32489728.247657537,7.748576512455516
The Verdict,1982.0,U,129,Drama,7.7,77.0,36096,54000000.0,31584101.91123784,7.7
Star Trek II: The Wrath of Khan,1982.0,U,113,"Action, Adventure, Sci-Fi",7.7,67.0,112704,78912963.0,49913883.2534945,7.2
First Blood,1982.0,A,93,"Action, Adventure",7.7,61.0,226541,47212904.0,77151343.03130448,6.9
Ordinary People,1980.0,U,124,Drama,7.7,86.0,47099,54800000.0,34216758.86754584,8.15
Airplane!,1980.0,U,88,Comedy,7.7,78.0,214882,83400000.0,74361726.79449677,7.75
Halloween,1978.0,A,91,"Horror, Thriller",7.7,87.0,233106,47000000.0,78722132.17228079,8.2
Le locataire,1976.0,R,126,"Drama, Thriller",7.7,71.0,39889,1924733.0,32491642.38522458,7.4
Blazing Saddles,1974.0,A,93,"Comedy, Western",7.7,73.0,125993,119500000.0,53093505.01959264,7.5
Serpico,1973.0,A,130,"Biography, Crime, Drama",7.7,87.0,109941,29800000.0,49252787.99126792,8.2
Enter the Dragon,1973.0,A,102,"Action, Crime, Drama",7.7,83.0,96561,25000000.0,46051392.91034424,8.0
Deliverance,1972.0,U,109,"Adventure, Drama, Thriller",7.7,80.0,98740,7056013.0,46572756.13017476,7.85
The French Connection,1971.0,A,104,"Action, Crime, Drama",7.7,94.0,110075,15630710.0,49284849.79551625,8.55
Dirty Harry,1971.0,A,102,"Action, Crime, Thriller",7.7,90.0,143292,35900000.0,57232588.241184354,8.35
The Odd Couple,1968.0,G,105,Comedy,7.7,86.0,31572,44527234.0,30501657.117060065,8.15
Belle de jour,1967.0,A,100,"Drama, Romance",7.7,77.97153024911032,40274,26331.0,32583760.25563979,7.748576512455516
A Man for All Seasons,1966.0,U,120,"Biography, Drama, History",7.7,72.0,31222,28350000.0,30417913.59850073,7.45
Goldfinger,1964.0,A,110,"Action, Adventure, Thriller",7.7,87.0,174119,51081062.0,64608478.0886904,8.2
The Birds,1963.0,A,119,"Drama, Horror, Mystery",7.7,90.0,171739,11403529.0,64039022.16248727,8.35
The Magnificent Seven,1960.0,Approved,128,"Action, Adventure, Western",7.7,74.0,87719,4905000.0,43935792.36434078,7.550000000000001
The Quiet Man,1952.0,Passed,129,"Comedy, Drama, Romance",7.7,77.97153024911032,34677,10550000.0,31244581.76027882,7.748576512455516
The African Queen,1951.0,PG,105,"Adventure, Drama, Romance",7.7,91.0,71481,536118.0,40050571.637581706,8.4
Fantasia,1940.0,G,125,"Animation, Family, Fantasy",7.7,96.0,88662,76408097.0,44161421.33005917,8.65
Searching,2018.0,U/A,102,"Drama, Mystery, Thriller",7.6,71.0,140840,26020957.0,68933411.54621065,7.35
Once Upon a Time... in Hollywood,2019.0,A,161,"Comedy, Drama",7.6,83.0,551309,142502728.0,167145178.1733873,7.95
Nelyubov,2017.0,R,127,Drama,7.6,86.0,29765,566356.0,42356807.76343131,8.1
The Florida Project,2017.0,A,111,Drama,7.6,92.0,95181,5904366.0,58008710.64935792,8.399999999999999
Gifted,2017.0,PG-13,101,Drama,7.6,60.0,99643,24801212.0,59076320.87739086,6.8
The Peanut Butter Falcon,2019.0,PG-13,97,"Adventure, Comedy, Drama",7.6,70.0,66346,13122642.0,51109441.05605209,7.3
Mustang,2015.0,PG-13,97,Drama,7.6,83.0,35785,845464.0,43797196.28265107,7.95
Guardians of the Galaxy Vol. 2,2017.0,UA,136,"Action, Adventure, Comedy",7.6,67.0,569974,389813101.0,171611100.38455617,7.15
Baby Driver,2017.0,UA,113,"Action, Crime, Drama",7.6,86.0,439406,107825862.0,140370461.15241635,8.1
Only the Brave,2017.0,UA,134,"Action, Biography, Drama",7.6,72.0,58371,18340051.0,49201285.16887975,7.4
Bridge of Spies,2015.0,UA,142,"Drama, History, Thriller",7.6,81.0,287659,72313754.0,104062381.97865616,7.85
Incredibles 2,2018.0,UA,118,"Animation, Action, Adventure",7.6,80.0,250057,608581744.0,95065456.8790381,7.8
Moana,2016.0,U,107,"Animation, Adventure, Comedy",7.6,81.0,272784,248757044.0,100503282.43988644,7.85
Sicario,2015.0,A,121,"Action, Crime, Drama",7.6,82.0,371291,46889293.0,124072776.10479976,7.899999999999999
Creed,2015.0,A,133,"Drama, Sport",7.6,82.0,247666,109767581.0,94493369.01368022,7.899999999999999
Leviafan,2014.0,R,140,"Crime, Drama",7.6,92.0,49397,1092800.0,47054101.353019714,8.399999999999999
Hell or High Water,2016.0,R,102,"Action, Crime, Drama",7.6,88.0,204175,26862450.0,84087399.39750326,8.2
Philomena,2013.0,PG-13,98,"Biography, Comedy, Drama",7.6,77.0,94212,37707719.0,57776860.73654664,7.65
Dawn of the Planet of the Apes,2014.0,UA,130,"Action, Adventure, Drama",7.6,79.0,411599,208545589.0,133717158.23647892,7.75
Serbuan maut,2011.0,A,101,"Action, Thriller",7.6,73.0,190531,4105123.0,80822837.77686644,7.449999999999999
